"","treeID","Z","npoints","convhull_area","X","Y"
"1",1,2.999,826,6.248,-2.41535322776445,13.4222316173348
"2",2,2.995,1316,4.483,-1.44081276373808,11.5317459197338
"3",3,2.998,676,0.723,-10.7452706232988,10.0575239776848
"4",4,2.998,4542,8.21,4.49612462844621,11.2944517537996
"5",5,2.999,1941,5.164,6.40752389634704,10.6224097417971
"6",6,2.999,2357,7.791,-10.8091433817583,8.27330001585309
"7",7,2.998,3324,8.89,6.71066320753507,8.07945887114656
"8",8,2.989,2245,7.661,9.07202615347354,5.992718977943
"9",9,2.999,15147,9.361,5.68483496916005,5.23358237816853
"10",10,2.998,1593,2.405,-13.5100017196496,3.92097504556957
"11",11,2.999,8540,8.705,-8.19912588916623,3.78344674808735
"12",12,2.999,66398,8.374,1.80025492611936,2.99487220890523
"13",13,2.989,2720,8.339,9.24300236766828,2.55701204757897
"14",14,2.999,7061,5.784,-9.8418653963776,0.686786122096696
"15",15,2.999,28526,8.585,5.16629677974973,0.277436585106758
"16",16,2.999,16977,8.672,7.89350029468484,0.22561388453132
"17",17,2.999,73593,8.412,3.05313471456299,-0.848676159190278
"18",18,2.999,148,1.402,14.0690200293216,-3.52349312003314
"19",19,2.998,1204,3.043,7.4457649443395,-3.93080632682761
"20",20,2.999,11529,5.868,-0.251396105087498,-4.86719294280145
"21",21,2.999,4412,6.086,4.63655720699337,-4.63576756064113
"22",22,2.999,3101,6.429,-6.55058694004271,-5.29756626347598
"23",23,2.998,4047,8.876,10.2523511704408,-5.88995075141862
"24",24,2.999,5263,7.444,-4.50773438271928,-6.13666668690624
"25",25,2.999,19280,9.811,0.778798554073355,-7.78682686063807
"26",26,2.995,470,2.627,-11.9346755093517,-7.90883723627174
"27",27,2.998,2797,8.563,-7.79697140265779,-10.107236755473
"28",28,2.999,9565,9.552,-2.25715552243614,-10.1901953347729
"29",29,2.992,206,1.363,-10.2516006936558,-10.4579145238522
"30",30,2.996,1538,3.747,-7.4407746017626,-12.1983366645039
"31",31,2.855,726,4.483,2.77297404602529,-13.4269681594242
"32",32,2.999,2019,4.465,5.23791540591906,-13.1398714128701
