"","treeID","Z","npoints","convhull_area","X","Y"
"1",2,0.621,184,0.17,1.22354165500925,12.7350990747694
"2",3,1.795,125,0.122,-1.23711177123038,10.1775386969847
"3",6,1.744,992,0.916,-3.19500275777283,8.10717509438698
"4",10,0.797,119,0.159,-12.247200486117,4.31866820370039
"5",11,0.339,2270,0.238,1.24402304330719,4.24254901016035
"6",15,0.837,193,0.194,-7.74996683409217,1.22799501078888
"7",19,1.887,5765,2.091,-5.75544238652871,-0.297452916719567
"8",23,1.425,117018,2.036,-0.28497263503788,-1.31463313444166
"9",25,0.742,1188,0.224,-4.23744571851647,-1.73845198689144
"10",26,0.617,1136,0.169,-1.73599230172054,-3.32282627739815
"11",30,1.037,876,0.12,-4.19420802820834,-6.26524443064407
"12",31,1.385,534,1.276,-7.4042987232335,-8.60022256528663
"13",34,1.605,606,0.939,-3.24836119548753,-9.62187764311881
