"","treeID","Z","npoints","convhull_area","X","Y"
"1",1,1.585,186,0.45,-4.87400750364887,13.8782591293901
"2",3,1.891,388,2.164,-0.463424919799579,13.6313306345854
"3",7,1.403,107,0.494,-4.85073577110681,10.7268147770616
"4",10,1.121,544,1.641,2.21958214129955,10.2343831549929
"5",12,1.88,212,1.429,-8.72448378120299,9.63515837643999
"6",15,1.057,428,0.559,-10.224888364503,8.35732174459296
"7",20,1.704,431,1.816,-9.7139467856883,6.20208858327132
"8",25,1.026,242,1.345,9.6710734166412,5.19729974986327
"9",26,1.813,422,0.853,-11.0102420435359,4.06909252704937
"10",27,1.828,556,1.368,-8.80726289253012,4.20421867174904
"11",29,1.121,740,1.833,9.65273623594747,3.27639757308025
"12",36,1.254,596,0.58,-11.7328737006174,0.14295484640173
"13",37,0.709,4584,0.239,-1.74680362987331,0.242136309043612
"14",39,0.818,181,0.197,-7.25482551021531,-0.75518918761003
"15",40,0.955,2891,1.355,4.73272010725404,-0.824445393238972
"16",42,0.559,1149,0.242,-2.2483613689263,-1.75281732490502
"17",45,0.241,113,0.123,-12.1956762314428,-2.25437020893955
"18",46,1.021,4282,1.581,3.25830189298917,-2.77385379839317
"19",48,1.259,6731,1.674,1.24752193329594,-3.74658758753258
"20",49,0.863,1232,2.032,-8.26589476180892,-4.26839671973143
"21",50,1.317,3057,1.49,3.73445398846574,-4.76141754310135
"22",51,0.623,1000,1.895,-4.66922531618043,-5.80577770485147
"23",52,1.47,834,3.702,12.0941139488866,-6.17715912614571
"24",60,0.808,216,0.86,-9.129134163159,-10.2658207623079
"25",61,1.03,530,1.181,-3.88157858727424,-10.233902184291
"26",65,1.922,1776,2.327,2.92350152712805,-11.7104125903621
"27",67,1.181,291,0.587,6.66929260925899,-13.0390142364286
