"","treeID","Z","npoints","convhull_area","X","Y"
"1",1,1.807,583,0.793,-8.32542659450699,11.5279780725867
"2",2,2.999,3315,8.871,4.34372265982569,9.66560573573372
"3",3,2.999,6767,8.89,7.73319740848645,9.64117597497895
"4",4,1.989,2373,2.212,-5.25499840640891,7.74538365085713
"5",5,2.998,13,0.079,13.0009339933367,7.02715642839532
"6",6,2.293,21,0.048,-13.426087215302,6.47619050398707
"7",7,2.996,2182,7.543,-10.3490579470172,6.46408889612757
"8",8,2.999,7464,9.222,9.72801049807507,4.81525937552804
"9",9,2.997,1090,4.095,-8.37381357207912,4.30370982456869
"10",10,2.993,1877,6.939,12.90006755324,3.63100735770447
"11",11,2.985,2052,5.957,-11.9386357979276,2.3106275453951
"12",12,2.997,493,1.741,14.0654013462689,0.365383860108418
"13",13,2.999,43063,9.411,-5.17207046647215,-0.244976402778772
"14",14,2.999,6146,7.058,-4.52159864144648,-4.49492314208512
"15",15,2.999,31954,8.692,-1.77648217283314,-5.56228837626002
"16",16,2.995,265,0.981,-8.56138916170986,-8.15876677764066
"17",17,2.999,6178,7.591,1.5532728311182,-9.89968170711057
"18",18,2.999,3586,7.35,6.30729865904916,-10.9323977827934
"19",19,2.997,3718,6.559,-2.03337205781568,-11.4578360621735
"20",20,2.999,1176,6.024,-0.420952849479492,-13.1907659353266
"21",21,2.588,150,0.734,-4.14795855299424,-13.4629093080829
