"","treeID","Z","npoints","convhull_area","X","Y"
"1",1,2.998,2039,5.713,1.09542173204483,10.0074871391814
"2",2,2.999,517,2.503,-13.2869626359712,5.50162941696954
"3",3,2.999,2871,6.794,11.2177763320174,3.99401963543297
"4",4,2.998,2998,7.375,-12.7990896120481,3.30800221318691
"5",5,2.999,6362,8.17,9.0599112258843,3.19277864834783
"6",6,2.994,1383,2.381,13.9992966257439,2.77168551101667
"7",7,2.999,25046,5.773,-2.42377051478271,2.56587072194077
"8",8,2.999,384,2.167,-13.7596093447657,1.91502062335465
"9",9,2.999,234937,7.8,-1.02930147637096,0.635383188894265
"10",10,2.999,214616,7.088,1.30101480731711,-0.536667234418837
"11",11,2.999,15260,9.778,-5.73159356760793,-2.77280979872401
"12",12,2.834,54,1.433,-13.5315268017217,-3.50904327364218
"13",13,2.998,3698,6.739,-9.28874911543614,-5.52449888004422
"14",14,2.999,2095,6.867,6.62091065265348,-11.7337045890171
"15",15,2.836,61,0.168,7.6095494217943,-12.7641301956493
"16",16,2.978,596,3.726,-1.21758875710005,-13.8839369047811
