"","treeID","Z","npoints","convhull_area","X","Y"
"1",2,2.903,455,0.699,4.07977643430787,13.8090814916044
"2",3,2.998,131,1.217,-4.58017210550639,11.517861872346
"3",6,2.998,2100,7.482,-6.77240450783153,10.0789331812439
"4",7,2.998,487,1.614,-3.36030360456284,10.7327759478952
"5",8,2.998,2212,6.462,-4.87275836273965,7.54756644989325
"6",9,2.999,2746,6.666,-7.44503576373847,7.24336688424876
"7",10,1.539,31,0.039,-13.9811903621079,5.12756160642984
"8",11,2.999,18431,7.218,0.0163475352631305,5.43691626345281
"9",12,2.999,12351,8.701,5.8208787702912,5.14184427148813
"10",13,2.999,6884,4.262,-2.69859147787853,4.97901444773128
"11",14,2.969,1594,5.89,11.4385695174231,4.82753779724473
"12",15,2.999,17930,4.969,2.36312973139911,4.37485677417659
"13",16,2.604,1095,4.25,10.1926304482261,2.57269853202051
"14",17,2.998,12025,9.779,-5.7456578172758,1.7836641537439
"15",18,2.999,171700,8.232,-1.74096294238532,1.57206395039353
"16",19,2.148,4400,4.153,9.13285817651622,0.365957224847043
"17",20,2.999,10069,9.044,-7.81603941415811,-0.27899254330175
"18",21,2.995,1308,6.1,-13.31272200418,-1.34660194156772
"19",22,2.999,143902,7.916,-1.97340263559714,-1.45186718605847
"20",23,2.999,1059,1.071,11.1173087648156,-1.83463316077467
"21",24,2.998,16589,9.24,-4.74380651098545,-2.20584235875218
"22",25,2.999,3700,8.78,-6.77327002636278,-4.30121420612143
"23",26,2.887,16096,9.344,1.25294864029046,-4.16103988879548
"24",27,2.999,9373,9.531,-3.24604044887494,-5.22312807787432
"25",28,2.014,1192,4.421,-8.2738174764486,-8.02360626476322
"26",29,2.999,3338,7.943,7.24421873322296,-8.98946835417859
"27",30,2.981,1947,9.173,-4.73503591212078,-10.178002841332
"28",31,2.993,613,4.886,9.26150465845353,-10.5523979383648
"29",32,2.989,1012,6.907,0.712126881915188,-11.6531397671892
"30",33,2.33,98,0.457,-8.80401580443894,-11.8288884864053
"31",34,2.328,1048,5.091,-1.25344337958503,-13.1911114886951
