"","treeID","Z","npoints","convhull_area","X","Y"
"1",1,2.883,136,0.407,-6.58331259030232,13.0835259808725
"2",2,2.015,212,1.358,-3.7424673186933,13.6399739913602
"3",4,2.293,6,0.006,4.40898415213946,13.2723444268357
"4",5,1.287,45,0.038,8.92458492344557,10.549211022429
"5",6,2.997,3117,8.08,1.19010897826608,9.58800280445897
"6",7,2.38,148,0.499,5.27690326074986,10.1687956463266
"7",8,2.999,31092,9.077,-0.705209570616782,6.71996529993407
"8",9,2.983,15151,7.374,2.21207152365319,6.77052610158571
"9",10,2.967,4,0,-9.65666666666667,6.29533333333333
"10",11,2.759,72,0.494,13.5406115376947,6.0678129924308
"11",13,2.973,405,5.037,12.4936247829676,5.57132762889196
"12",14,2.932,4829,4.247,4.08760278081325,4.92250622391251
"13",15,2.666,98,0.717,-5.82250204159482,5.09687601005279
"14",16,2.852,3347,6.931,12.6498745770797,2.69401563860484
"15",17,2.999,80326,7.664,-3.55976082662671,2.42993422527226
"16",18,2.999,149174,9.07,2.74945037607002,0.605687104115607
"17",19,2.999,177346,8.93,-3.21871642625605,0.0597578634283143
"18",20,2.999,9260,9.853,-6.73158654762025,-0.242318685837909
"19",21,2.999,5293,9.399,-7.73861530980049,-3.77755770274347
"20",22,1.726,79,0.068,10.6252713528348,-4.27475017614395
"21",23,1.907,460,0.827,12.7773586600912,-5.28151532584661
"22",24,2.015,75,0.31,-13.1646385892763,-4.36132345256911
"23",25,2.999,16087,9.326,-3.69841700770046,-5.73295814714371
"24",26,2.997,3430,9.007,-6.24482768831682,-6.8214578221971
"25",27,1.621,674,1.377,11.2854344466749,-7.84129637053789
"26",28,2.179,127,0.404,-5.86469207786302,-10.9094252819638
"27",29,2.992,50,0.125,-8.68791109917106,-11.1687351473305
"28",30,2.76,349,0.436,-1.86851594588199,-11.8491003623899
"29",32,1.688,61,0.227,4.63457910021864,-13.946042115739
