"","treeID","Z","npoints","convhull_area","X","Y"
"1",1,2.982,154,3.598,-1.19357015012362,13.6489653462253
"2",2,2.999,922,5.801,3.69141332243071,12.9064708753638
"3",3,2.998,4543,9.536,5.7094048859058,11.2054307763484
"4",4,2.999,4843,9.25,-6.65413755792932,9.34119960558378
"5",5,2.999,2530,9.075,9.61943880138959,9.19016341756032
"6",6,2.997,5492,9.119,0.161335717335261,8.79418104798156
"7",7,2.853,9931,9.914,4.73205525182706,7.22998597464652
"8",8,2.997,7247,9.969,9.72648026595012,5.2545018982298
"9",9,2.833,1048,5.062,-10.5354672908759,5.03595300092303
"10",10,2.998,15246,9.265,0.690197893620433,4.82657142950688
"11",11,2.987,2198,7.403,-6.08880369929156,4.43110053505124
"12",12,2.999,78407,9.695,-2.68685152597916,2.23932713701324
"13",13,2.422,12573,2.243,2.74894764080437,2.25008534680415
"14",14,2.994,2119,8.142,11.2728905530693,2.37049119410088
"15",15,2.995,1822,7.533,9.49577091738925,0.629467680922896
"16",16,2.997,40127,8.48,4.40818668794122,0.200912188084671
"17",17,2.999,8812,9.267,6.76284997850883,-1.2630002419881
"18",18,2.999,10871,9.65,-6.26498813434368,-2.23220615973146
"19",19,2.996,199,5.11,-11.4484579624473,-2.64123430853469
"20",20,2.999,56689,10.148,-1.7532987253937,-3.74160653137125
"21",21,2.999,7260,8.985,5.26869691359952,-3.68953479500272
"22",22,2.999,5905,9.193,8.72879868144377,-3.77619354755843
"23",23,2.962,49,2.323,-11.5720100132243,-5.02263979076339
"24",24,2.999,1386,6.355,-8.88511598528722,-4.56827906550334
"25",25,2.999,900,6.248,-10.1255097893466,-6.65906762687217
"26",26,2.999,3462,7.837,-6.96927524445287,-6.12730726931996
"27",27,2.999,5768,8.561,-4.06495399700037,-6.15868056758552
"28",28,2.999,1930,7.883,8.16982268733513,-6.841351549471
"29",29,2.8,530,8.133,10.8238414093467,-6.73725499605618
"30",30,2.999,1014,6.955,6.81494207036177,-8.97473751205594
"31",31,2.997,28,0.674,-10.922788033474,-8.61481710371449
"32",32,1.856,340,1.329,-2.61027529481406,-9.61966036053662
"33",33,2.992,1112,6.132,3.75796014527377,-9.70310820984846
"34",34,2.999,53,0.174,11.4411545702444,-9.28563533960431
"35",35,2.977,297,2.965,-7.68452036437023,-11.2665761127453
"36",37,2.994,11,0.004,6.30966986209216,-12.6775329633367
"37",38,2.895,49,0.858,-5.7947073122887,-13.2777791641928
"38",39,2.999,126,2.529,4.84424043824217,-13.5405139300456
