"","treeID","Z","npoints","convhull_area","X","Y"
"1",1,2.85,230,3.037,2.53030934976213,10.1587515984328
"2",2,1.917,16,0.025,11.1285479909816,8.61140611160319
"3",3,2.999,5401,8.353,-6.10844681744314,9.27061489508794
"4",4,2.998,1133,5.324,4.52449648738732,9.29914713003509
"5",5,2.995,219,4.186,7.1963068862794,8.83791149928374
"6",6,2.951,140,1.749,11.8788945333409,7.59405917623293
"7",7,2.999,1759,5.644,-10.7988664113776,6.49483665361458
"8",8,2.998,8259,6.111,-0.351642097514764,6.7891435252682
"9",9,2.999,7477,8.428,4.71447460351033,6.60168486094742
"10",10,2.969,4229,6.411,-8.63307049875918,6.54456035482276
"11",11,2.999,3641,9.222,-5.24053660838026,6.29493096744576
"12",12,2.999,1078,3.76,-13.475873603167,4.47249503760269
"13",13,2.999,37282,8.566,3.72953150750436,3.81831942778411
"14",14,2.999,2412,7.583,9.10994123248574,3.88285319091099
"15",15,2.992,33114,5.8,-1.03654713940026,3.15266790601826
"16",16,2.994,1556,7.087,11.6744473937621,3.17331130325901
"17",17,2.995,532,3.248,13.7407370533113,3.18113861649988
"18",18,2.999,22447,5.467,-3.27935994688002,2.62270813274263
"19",19,2.996,70035,9.043,3.27634596742863,1.09536632866396
"20",20,2.999,6946,8.323,-9.86964578027966,0.764767226354381
"21",21,2.657,71893,6.551,-3.17756611039295,0.408483322359285
"22",22,2.451,67,0.383,-13.5265886707558,-0.669088270883752
"23",23,2.999,513172,9.032,0.797975253514206,-0.1870924413625
"24",24,2.999,6024,7.07,-8.03929529985835,-0.820373509564542
"25",25,2.999,265704,9.348,-1.30639150715359,-1.80062795311295
"26",26,2.198,204,3.501,11.8744763055592,-1.56972261204084
"27",27,2.999,7068,7.45,-6.41944383656663,-2.33933726853528
"28",28,2.999,9057,9.309,5.69507526918566,-2.22414780901599
"29",29,2.999,63285,10.008,2.25601939308654,-2.76398488299975
"30",30,2.999,3673,8.952,-9.75811099236627,-3.31894628924389
"31",31,2.998,9284,8.4,-5.42519766135654,-5.17563675713847
"32",32,2.999,2041,2.63,-3.80102614505806,-6.21123916499791
"33",33,2.999,3172,6.469,-0.345457055314145,-6.25134245897956
"34",34,2.985,82,2.434,10.1794345221487,-6.50163790566321
"35",35,2.999,1487,7.195,-8.58377510449691,-7.76025214821143
"36",36,2.998,1276,6.406,2.02594726593457,-7.46008955806949
"37",37,2.996,346,2.952,6.92429854542882,-7.60142591325842
"38",38,2.99,88,0.897,11.2404017202171,-7.05272021747726
"39",39,2.997,527,1.849,-10.9710779278366,-9.02967452243714
"40",40,2.995,345,2.192,1.05911503760914,-9.26187048434667
"41",41,2.174,26,0.055,-9.9466575313959,-11.0573138262579
"42",42,2.991,153,0.64,-1.03721722319439,-12.523796427957
