"","treeID","Z","npoints","convhull_area","X","Y"
"1",2,1.269,104,0.495,0.0389162176500293,14.0005316064317
"2",12,1.368,623,1.335,-11.2369235116178,6.74000470613412
"3",13,1.075,339,1.186,-7.76544501433534,6.63244312942332
"4",16,1.291,224,1.876,10.7664260997112,5.69431795172492
"5",17,1.75,1784,2.004,-4.74050867297922,5.26178909866972
"6",20,0.606,106,0.141,-7.23972799104117,3.72846248548611
"7",28,0.808,11180,1.679,-1.7519192584929,1.74165370157934
"8",29,1.597,43574,2.24,2.74785481438696,1.24865594261859
"9",33,1.083,365,1.005,-8.64139067780112,-1.62571810959797
"10",36,1.587,18720,2.215,-1.74192028046303,-2.25686210858551
"11",41,1.488,1890,1.995,-5.28781651615684,-3.69575835488247
"12",46,1.836,1942,3.656,-3.27644017836265,-5.67220121190387
"13",51,1.56,220,1.257,-5.14991387841421,-7.69623436237072
"14",65,0.63,109,0.062,0.272860226992351,-12.7473884615797
