"","treeID","Z","npoints","convhull_area","X","Y"
"1",12,1.863,462,0.239,4.34785244695922,7.65066457860595
"2",13,1.404,796,1.649,7.2836521627954,7.73474798139028
"3",15,1.331,1734,2.506,2.1474367292105,7.26908565301861
"4",19,1.456,3445,1.572,3.77061669880876,5.54938631179506
"5",21,1.429,473,1.118,-11.9302351380493,4.52493794820993
"6",25,1.267,1373,1.32,-8.77786202759933,3.82239372571244
"7",27,1.836,5268,1.832,5.15752677819855,2.21525300624447
"8",28,1.772,76266,1.932,-0.698534196389379,1.67086136716884
"9",30,1.607,6788,2.039,-5.22053325627523,0.725328442743085
"10",34,1.908,4675,3.778,-7.25474775872588,-1.70571412080894
"11",35,1.926,9902,2.079,4.25600142130409,-1.72725346447882
"12",38,1.465,27172,2.182,-1.7559660143202,-2.7312654650759
"13",39,0.957,115,0.602,-10.0833419255011,-3.47689497347241
"14",40,0.929,1397,0.221,0.758695931650582,-4.26460196857323
"15",41,1.56,5944,2.146,-1.24261455046098,-4.75005584151548
"16",43,1.606,3024,2.183,9.25155388006457,-5.25372175097766
"17",45,1.381,915,1.49,-12.7547782575596,-6.65175921979959
"18",49,1.372,1160,1.071,5.06826223595531,-8.16754324530949
"19",51,1.548,1582,2.076,4.25011368069673,-9.75414297153173
"20",52,1.845,2540,2.631,0.109795937030021,-10.4553125680572
