"","treeID","Z","npoints","convhull_area","X","Y"
"1",8,0.973,209,0.358,-10.9834478844371,9.88868627108613
"2",10,0.626,335,0.186,-1.24769924981911,8.75918736679963
"3",11,1.101,354,0.751,-9.63775490635956,7.60567701792926
"4",17,0.14,189,0.162,-5.2951585200827,4.75707781060492
"5",18,0.851,135,0.162,-5.7437544340429,1.29375464619314
"6",19,0.582,3923,0.226,2.26537400012523,1.24590774523128
"7",20,1.556,2249,1.686,-9.26148319490858,0.167384585877216
"8",21,0.952,14196,1.526,-2.28319227499391,0.211419449283121
"9",25,0.38,201,0.163,-7.21185977041161,-1.69718911032451
"10",26,0.252,8106,0.243,-0.74516810207074,-1.75425167646692
"11",30,0.538,318,0.219,-3.74941224984802,-6.26655591390732
"12",31,0.246,211,0.223,-2.26752666677146,-7.24767471037486
"13",38,0.413,115,0.181,4.72574661800903,-12.2794312389033
