"","treeID","Z","npoints","convhull_area","X","Y"
"1",12,0.912,188,0.227,-1.74964012478052,6.76440399488268
"2",13,0.97,1833,1.454,-3.18952803817582,5.21394967326464
"3",17,0.722,1307,1.427,4.70443975603388,4.23012938268612
"4",19,0.86,184,0.187,8.21576414372167,3.73724804894933
"5",22,0.336,581,0.23,5.74766008930399,2.24042041159693
"6",26,0.339,1319,0.231,3.7579521310467,1.23728252667328
"7",27,0.414,359,0.198,-7.22526593064968,-0.279059275442669
"8",29,0.44,265,0.211,-8.2419572517902,-1.24866869070868
"9",30,0.59,2828,0.223,3.23870894037117,-1.741878596163
"10",37,1.292,674,1.061,-5.23047633176389,-9.18723821834869
