"","treeID","Z","npoints","convhull_area","X","Y"
"1",12,0.748,259,0.329,3.52006463142475,8.75009674531251
"2",23,0.639,276,0.132,-7.67169158702682,4.27726056719482
"3",24,0.091,116,0.17,-5.71238349853071,4.27050740539946
"4",27,1.181,820,1.267,5.8173786440221,3.21907593975916
"5",28,0.085,505,0.197,-3.20516212329248,2.76001952453828
"6",29,1.371,11272,2.116,3.23847488558688,2.73966978975269
"7",31,1.604,414,1.245,-12.7368748983965,2.1818070390468
"8",32,1.308,2090,1.479,5.23701908103308,2.26323047005744
"9",33,0.441,3048,0.229,-2.2392871627932,1.73884119183167
"10",34,0.982,225,0.202,-6.72133833660565,1.25534100721559
"11",35,0.547,9685,0.205,-1.23466424801252,0.790158637027781
"12",37,0.598,1465,0.242,-2.75098624437797,-1.25160937329753
"13",39,0.577,231,0.192,6.2609520079721,-1.72587399146466
"14",41,1.407,798,1.243,8.24682134385211,-2.69610012478108
"15",45,0.624,330,0.193,-1.24582744840522,-4.23006058915035
"16",58,0.816,107,0.13,1.25891469473134,-14.1973424707574
