"","treeID","Z","npoints","convhull_area","X","Y"
"1",1,2.78,163,1.444,0.998283191128584,10.9016025890196
"2",2,2.997,570,0.554,8.85383968249098,9.94029206245499
"3",3,2.999,269,2.374,6.5199158409074,9.82384780380649
"4",4,2.893,891,7.157,-0.743425478836253,9.30720833367098
"5",5,2.491,308,1.836,11.9076653539841,8.12802283415995
"6",6,2.916,2173,7.683,-9.59425225296926,7.97817233459954
"7",7,2.999,3603,4.392,-2.14062560683374,6.20941441499486
"8",8,1.828,925,1.545,4.19228704240516,6.25596047549821
"9",9,2.857,1275,3.884,9.15286408067471,5.60599738070685
"10",10,2.999,1780,4.772,-13.4345795464896,3.82428537381723
"11",11,2.338,28878,4.961,1.78904759851717,3.70209219407431
"12",12,2.979,3683,4.453,6.1593367460355,3.43673171903717
"13",13,2.999,178038,8.909,-0.441373288442828,2.72009293761036
"14",14,2.999,17645,7.003,-5.67497683616497,2.34537420495906
"15",15,2.057,3140,5.218,-8.20957742034251,1.7745311756135
"16",16,2.999,203225,9.047,2.2649361815326,1.08058862238332
"17",17,2.999,2520,7.474,-12.5617226255794,0.626163917712143
"18",18,2.165,5569,5.186,-6.21624849639455,-0.242230255860235
"19",19,2.992,5667,7.315,7.247564163287,-0.912291060856871
"20",20,2.335,801,4.488,10.1970953309732,-1.22977663233648
"21",21,1.7,26,0.311,13.9455490559427,-2.15970235301807
"22",22,2.371,197,1.257,-13.6244153356844,-2.26582328345424
"23",23,2.994,2193,6.138,-10.2513359570269,-2.74176710926885
"24",24,2.998,9196,7.525,-5.06339538417812,-3.60865634463334
"25",25,2.999,14343,4.778,1.24908978979243,-4.11701132820202
"26",26,2.994,341,2.803,-11.9885300317956,-5.75431642476574
"27",27,2.937,1579,7.405,10.6783096284407,-5.65361602978935
"28",28,2.999,10952,6.018,-3.91544232854561,-5.87970348756052
"29",29,2.246,4891,4.475,0.553801086400285,-6.31712827027907
"30",30,2.999,4372,7.718,5.92594625927853,-8.13218188068977
"31",31,2.999,1076,4.36,9.7416790204217,-8.18021928832646
"32",32,2.959,33,0.053,-11.0961213459417,-9.66696484475965
"33",33,2.482,3164,4.91,-1.31041533827896,-9.17642735088521
"34",34,1.572,932,3.706,1.43615651181991,-9.08345107394575
"35",35,2.999,1240,4.866,-9.70053485119932,-9.8153160492891
"36",37,2.995,308,0.531,1.65618016866108,-14.0025159634411
"37",38,2.995,908,1.569,5.83506858440612,-13.2280290281222
