"","treeID","Z","npoints","convhull_area","X","Y"
"1",1,2.998,3024,7.151,3.18243591401398,13.3783111760663
"2",2,2.992,1051,5.852,-7.4944030698896,10.030440754522
"3",4,2.817,2131,1.313,-2.93009101951996,5.53596746733267
"4",5,1.556,2249,1.686,-9.26148319490858,0.167384585877216
"5",6,2.999,5733,6.519,7.07235649592212,-0.422042990531969
"6",7,2.803,19360,4.396,0.184291705402522,-3.82395512904438
"7",8,2.471,1819,4.613,-11.6181679039146,-5.75117022129569
"8",9,2.989,198,1.241,-12.076986242006,-8.12721049158827
"9",10,2.999,4391,8.79,-7.66619432319171,-10.2649727389076
"10",11,2.988,335,3.044,7.17137837299951,-11.8286217897189
