"","treeID","Z","npoints","convhull_area","X","Y"
"1",1,2.996,284,3.363,1.07060538094193,9.77418883349894
"2",2,2.999,1867,4.32,1.66824183305972,7.64710315279355
"3",3,2.619,3065,4.68,-1.24051972264975,7.5721592973073
"4",4,2.999,12208,5.411,-1.76010656352142,5.23626669202238
"5",5,2.999,5844,8.322,-8.47816811861487,-0.30990914069476
"6",6,2.477,71,0.111,10.3571073720118,-1.67433033122464
"7",7,2.993,2437,3.414,5.23068576929172,-5.85974692973477
"8",8,1.22,40,0.074,11.0801579345462,-9.87438757873316
"9",9,2.993,1456,4.097,-2.73341530420151,-11.0003408104881
"10",10,2.997,625,5.492,-4.95570298305034,-12.9222866394138
