"","treeID","Z","npoints","convhull_area","X","Y"
"1",1,2.505,1051,1.092,-4.21375535532721,13.6707413210766
"2",2,2.992,1201,1.717,7.91538398170141,11.9924892393926
"3",3,2.945,235,0.718,-1.75888202874683,10.0018819463118
"4",4,2.985,786,1.731,-9.42857478786367,10.6183653040889
"5",5,2.998,1507,1.768,8.81051030999395,6.94742469991564
"6",6,2.732,20883,5.027,-0.266524629362276,3.68509793786916
"7",7,2.999,20284,4.783,2.8026939715623,3.19951254701107
"8",8,2.999,17681,5.666,-5.58779931510041,1.39074305987006
"9",9,2.257,4187,5.294,9.22394970043064,1.22075338656632
"10",10,2.988,3371,3.685,-11.9316817629957,0.33283233853107
"11",11,0.201,193,0.963,-14.0998738227281,0.233287028530803
"12",12,2.999,20254,7.189,-4.56710615441066,-1.20072650382357
"13",13,2.183,486,1.314,10.6100867352939,-1.68109703533518
"14",14,1.594,1230,2.195,8.24011646998247,-6.23829348667504
"15",15,2.25,1154,2.615,5.25398660004775,-6.4464445947443
"16",16,2.707,533,1.651,12.0080403519791,-6.41945153706684
"17",17,1.282,68,0.033,13.3075997217875,-6.54046819990385
"18",18,2.998,399,1.125,6.1386132848328,-11.4677735246755
"19",19,2.996,118,0.608,10.601496086199,-10.0548045123049
"20",20,1.574,107,0.401,-8.34131388426885,-11.0923553793218
"21",21,2.993,1168,1.374,4.78050271929483,-12.4612117909682
