"","treeID","Z","npoints","convhull_area","X","Y"
"1",8,0.45,256,0.391,-1.85742716441011,8.14670913730582
"2",9,0.562,634,1.519,-5.22077379920427,7.26919599314999
"3",10,0.467,119,0.447,11.9293835068054,6.74227408444446
"4",18,0.382,116,0.148,5.76511512368605,3.7526281360434
"5",19,0.492,250,0.235,-8.75422581606353,3.25862619178868
"6",20,0.748,5776,1.344,2.18586248777927,3.46617596111385
"7",21,0.454,120,0.226,6.73606624772329,2.25099248465986
"8",22,0.178,105,0.223,-11.743717354574,1.75547149543151
"9",23,0.403,16480,0.741,-0.255367796738278,1.75212176433881
"10",24,0.563,107,0.189,7.77109449647554,1.78607109131104
"11",25,0.311,133,0.191,-8.00524096833483,0.377865524701321
"12",26,0.555,2596,1.547,-4.7371320128695,0.773015079931092
"13",27,0.684,2125,0.241,-2.75448952875047,0.24335319707926
"14",28,0.6,1518,0.238,3.74089081569003,0.251478831527744
"15",29,0.243,360,0.226,7.26166109926479,-0.252452379634366
"16",33,0.35,3023,0.243,2.24830969693608,-1.74614243682544
"17",34,0.45,470,0.195,4.73694845130269,-1.74187636029032
"18",35,0.044,180,0.207,6.73528161484829,-1.76754508984134
"19",36,0.472,141,0.203,-11.2967158292295,-1.75370309179102
"20",38,0.423,202,0.163,8.78524844209,-2.77668497031674
"21",40,0.643,2643,0.245,-0.748474983521225,-3.2475167872845
"22",42,0.653,911,0.235,1.75656595067757,-3.74297669470029
"23",43,0.598,516,0.229,-0.238224363153026,-4.26070775349791
"24",44,0.207,400,0.233,3.75278609000459,-4.24860075568732
"25",45,0.526,498,0.201,-2.73695968728975,-4.71363413778351
"26",47,0.386,268,0.222,1.24959625404493,-5.23796870050424
"27",48,0.723,168,0.181,-6.21657527025475,-7.22367042932947
"28",49,1.424,811,1.323,-0.280692419708998,-7.21220409678514
"29",50,1.352,2084,1.181,-1.79027808309066,-7.64665855225227
"30",53,0.646,107,0.197,-7.27936466614916,-8.74073341484906
