"","treeID","Z","npoints","convhull_area","X","Y"
"1",8,1.573,252,0.214,-1.21155535068429,11.8003027631135
"2",16,1.671,735,2.377,-1.04711964593492,8.12422954508801
"3",25,0.54,123,0.191,-3.23421396226119,5.76110671734784
"4",28,1.206,430,0.517,-11.309789442312,4.52468157490544
"5",34,0.905,2318,1.663,4.24771331130202,2.24240391702275
"6",36,1.313,785,1.09,8.73993115669684,2.13577581757713
"7",37,1.796,585,1.185,-13.3506756765724,1.5550598317238
"8",38,1.622,22136,2.246,-2.75033558906361,1.75029598253659
"9",41,1.873,180086,4.086,0.766702607989913,1.27990281927701
"10",43,1.039,3290,1.606,-3.74676886896809,-1.71654349065896
"11",44,1.195,14102,1.663,-2.23280190786112,-1.76077486242773
"12",47,1.433,18871,2.235,-0.751763330923581,-2.74673614174266
"13",48,1.578,19226,2.219,2.24830473775465,-2.7517746314048
"14",51,0.948,930,1.399,-3.76358946269356,-4.2555229908356
"15",53,1.034,780,1.357,7.24554327314961,-4.26837284126886
"16",54,1.612,2735,1.958,-0.226606512446163,-5.77993977877744
"17",64,1.302,367,0.267,8.35923369517121,-8.22253193160105
