"","treeID","Z","npoints","convhull_area","X","Y"
"1",4,0.523,215,0.163,-0.688907733400313,9.73112669887002
"2",6,0.498,351,0.183,-4.25465785793114,7.24755640449889
"3",9,0.425,129,0.142,3.17678663412498,5.78860326452956
"4",10,0.069,368,0.226,4.24838054641672,4.75163248691735
"5",11,0.606,528,0.19,-6.26969925986069,4.20744243248634
"6",16,0.403,346,0.232,6.25969583001466,3.24090208948952
"7",18,0.211,168,0.21,-6.75061009396701,2.23429126681971
"8",21,0.53,321,0.228,5.73870788638314,1.26348839759752
"9",22,0.454,9939,1.717,-3.25057916269162,0.753981341559491
"10",24,0.429,156,0.136,-8.79610526438516,0.316337823923222
"11",25,0.438,4739,0.228,2.74191319725805,0.234529125511925
"12",27,0.529,101,0.11,11.2575300209101,-0.332323694477383
"13",28,0.178,5035,0.248,-2.25083865797815,-1.24954137916412
"14",29,0.608,5512,0.246,0.746359696312806,-1.75109997794943
"15",30,0.327,273,0.204,5.74029957682053,-1.77881490668037
"16",34,0.07,697,0.24,2.74420341181623,-4.24742399463341
"17",35,0.139,170,0.602,9.75683125434247,-4.21640998496685
"18",37,0.704,391,0.219,-2.266272621291,-4.73027797423227
"19",38,0.653,230,0.204,6.75303348287836,-5.24541547108319
"20",42,0.405,518,0.231,0.251953223513346,-7.25317407706701
"21",45,0.519,112,0.147,1.82636522363776,-8.76259299582591
"22",46,0.6,273,0.211,-0.740037428959166,-9.23526674061723
"23",49,0.778,340,0.911,1.50460921723479,-10.4792917025783
