"","treeID","Z","npoints","convhull_area","X","Y"
"1",2,0.403,163,0.137,-3.27520753363033,13.2854113008097
"2",13,0.642,211,0.182,3.71249109676546,6.27498845245313
"3",14,0.311,371,0.198,3.22430249250191,4.76659854373518
"4",15,0.567,138,0.185,6.22087548274719,4.21804420829461
"5",16,0.467,102,0.169,9.26710381299519,4.26252413397948
"6",22,0.16,411,0.234,4.24692769235708,2.75767473080888
"7",24,0.855,2229,2.237,-6.2482241436402,1.7522683703554
"8",25,0.118,262,0.145,7.71209477317894,1.25055824746413
"9",26,0.481,906,0.198,4.27233628444651,0.772305582248477
"10",27,0.827,165,0.179,9.21241811553588,0.229528590244451
"11",28,1.072,2137,1.625,-5.26228514251647,-0.242848770758421
"12",30,0.197,267,0.229,6.75361349368429,-1.25250387059049
"13",31,0.921,17388,1.705,-1.75009534528347,-1.74207919326628
"14",36,0.971,1688,1.572,-4.76585172974038,-3.2261278711314
"15",37,0.515,225,0.175,8.19538582208329,-3.7663242970393
"16",38,0.292,397,0.209,-2.77817336749599,-4.22712921785079
"17",40,0.537,101,0.218,-4.75130080493889,-5.74002493515027
"18",42,0.524,229,0.198,-0.220026260502432,-6.2495988260526
