"","treeID","Z","npoints","convhull_area","X","Y"
"1",2,0.334,104,0.065,-6.84015214248865,12.8078366917462
"2",6,0.166,221,0.419,1.26696720946522,8.56124460520886
"3",12,0.397,461,0.21,3.27525266020608,6.2552821506268
"4",13,0.371,432,0.214,-3.23002787027163,4.76275453595827
"5",17,0.414,520,0.227,2.73641812225553,3.74067391216682
"6",18,0.638,571,0.223,5.24052577211732,3.24430823564402
"7",19,0.447,1524,0.238,-1.24111393866291,2.25406850567273
"8",20,0.377,221,0.228,-7.24487457553814,1.76380518150311
"9",22,1.555,508,0.203,-13.8539337418651,-0.199570632089482
"10",23,0.285,205,0.191,7.78870237169501,-0.250979678915697
"11",26,0.271,658,0.191,-2.73266591759125,-3.23407141475957
"12",29,0.159,438,0.239,1.25261570555024,-4.74733446516681
"13",30,0.131,473,0.244,3.25131409438754,-4.74721445930646
"14",31,0.38,169,0.174,-6.75920080278702,-6.26625372998884
"15",32,0.513,170,0.223,-4.25007759256682,-7.24898867858741
