"","treeID","Z","npoints","convhull_area","X","Y"
"1",11,0.424,254,0.196,-2.28012195487671,8.24475915560395
"2",15,0.71,394,0.157,2.22147090830495,6.67385785371149
"3",19,0.902,2590,1.407,-2.20667271132128,5.72655171897123
"4",21,1.02,2472,1.414,-5.23664434002983,5.16518270150197
"5",22,0.977,1904,1.514,0.780471083561476,5.21361869463608
"6",23,1.006,1042,1.475,-6.54526183871827,4.71312146212095
"7",24,0.928,7814,1.578,0.26953055020969,4.21707208328251
"8",25,1.065,6162,1.579,2.71894793517318,3.70956215850218
"9",28,1.507,258,0.69,6.40218967408224,1.74607110214888
"10",30,1.785,947,2.024,-8.71532028193962,0.73087918179334
"11",31,1.599,2913,1.964,5.17687897928296,0.708418858248667
"12",32,1.652,3941,2.215,-6.7555535129984,0.243984191659591
"13",35,1.039,522,1.381,-8.71854945153753,-1.28237696713522
"14",36,1.165,1043,1.418,-7.22216256932449,-2.24571552243199
"15",45,1.015,703,1.372,-8.75495502766167,-6.31533415763373
"16",48,0.944,1248,0.997,2.38898375268151,-7.28941606819472
"17",51,0.692,136,0.195,5.74444603097712,-9.22932441132974
