"","treeID","Z","npoints","convhull_area","X","Y"
"1",1,1.031,169,0.845,-0.964620532155978,13.1556472992488
"2",3,0.636,136,0.207,2.27199712429524,12.7453882876734
"3",4,1.217,255,1.149,-7.21673606512712,12.1825333428745
"4",5,0.908,747,1.338,-0.249194245921299,12.1549812714115
"5",6,0.354,161,0.165,3.21188705083117,10.7721004304508
"6",7,0.372,130,0.171,0.755099488686132,9.30814084151221
"7",10,0.889,518,0.24,3.24642009960327,8.2526366106268
"8",11,0.514,379,0.237,3.251262137115,5.75765294379442
"9",13,0.584,451,0.212,-4.7213926896607,5.26394537561193
"10",18,0.945,341,0.72,5.02677253719918,3.77881386859709
"11",23,0.908,3966,1.534,-4.72771178731236,2.75902857072101
"12",33,1.34,245,0.265,-12.8411177418989,-1.41681324565648
"13",47,0.532,171,0.187,-7.21476177513728,-4.74291885473405
