"","treeID","Z","npoints","convhull_area","X","Y"
"1",1,1.994,133,1.879,1.48232511911831,13.8119019782756
"2",7,1.276,326,1.41,6.40210288494911,10.5862914659955
"3",15,1.23,1374,1.423,6.76132654193594,7.80766592099513
"4",23,0.361,1450,0.461,0.252320736151643,5.00183646023312
"5",24,0.854,531,0.237,6.74479371118821,3.74668317829719
"6",25,0.83,179,0.085,11.2309487520055,3.27379181873569
"7",26,0.763,837,1.393,-9.29140965997656,2.10634722276063
"8",27,0.56,3440,0.236,-1.75961044958982,1.75935726243105
"9",28,0.448,10579,0.237,-0.260267300043475,1.74145546661497
"10",29,0.446,141,0.175,10.1986341827371,1.7315965455928
"11",30,0.608,1541,0.242,4.24948370242022,1.25377980971184
"12",31,0.363,968,0.188,8.29175470676739,0.271824238226779
"13",32,0.461,2445,1.365,-6.27164739024394,-0.165398938410524
"14",34,1.078,58336,1.629,-0.254088527715567,-1.73906498111157
"15",35,0.316,110,0.12,8.24290061139091,-2.13375349197201
"16",36,0.321,148,0.177,9.7548409665655,-2.19830755041058
"17",39,0.482,644,0.221,1.26384862870992,-4.24548520415373
"18",40,0.759,301,0.197,9.2222793452016,-4.22320152640421
"19",43,0.313,185,0.195,-1.23910364457313,-6.74499206596858
