"","treeID","Z","npoints","convhull_area","X","Y"
"1",3,0.503,373,0.905,-2.19119694607581,13.8807704986524
"2",4,1.245,149,0.354,6.60679689398043,13.2085686266191
"3",8,1.572,1513,2.056,-6.27886461847698,11.2264021758904
"4",20,0.723,1474,1.07,-3.90261175358568,4.80901192462497
"5",22,0.68,1894,0.243,0.751161364590417,3.75119817678427
"6",27,0.437,4172,0.207,2.26545580070991,1.28080019410955
"7",28,1.339,1585,0.895,12.2432860821309,1.05390234322962
"8",32,0.38,189,0.046,-7.0808089225405,-1.17084556973105
"9",33,0.31,140,0.16,-11.7224636970926,-1.80424226834235
"10",34,1.153,103,0.51,-14.1352182122923,-2.44524451012424
"11",35,0.762,1183,1.505,7.77610399834114,-2.22725735902526
"12",39,0.42,102,0.185,-8.74525575932476,-3.28359067159171
"13",43,0.478,180,0.181,-5.73940636426606,-6.24663677707959
"14",46,0.657,419,0.695,-4.42671848050981,-7.37769267709934
