"","treeID","Z","npoints","convhull_area","X","Y"
"1",6,0.745,355,0.238,-3.25415448666173,6.74857073405353
"2",8,0.27,272,0.185,-0.759726807649659,5.23117796132688
"3",13,0.219,896,0.098,-2.64619201860979,2.21092150519586
"4",14,0.545,1002,0.213,1.76330883948321,2.22768913482145
"5",15,0.467,115,0.13,-11.7501214486863,1.70201977146092
"6",16,0.307,1857,0.193,-4.26964521979371,1.25266320283676
"7",17,0.422,3682,0.224,-0.753383562573303,1.2269555463099
"8",18,0.247,246,0.205,-7.73225932676583,0.240640971638553
"9",19,0.749,217,0.185,13.772390616355,0.261343884356183
"10",22,0.405,190,0.181,-6.74525828321447,-1.26474792193445
"11",23,0.944,52182,1.685,1.74729411080043,-1.2505088739731
"12",32,0.445,112,0.084,-10.1887051041952,-3.63746914699462
"13",36,0.585,399,0.206,1.24317867887593,-5.22038801633524
"14",37,0.337,681,0.24,-0.748984274292128,-5.74699316019914
"15",39,0.406,477,0.214,-1.76939272860953,-6.27065407235175
"16",40,0.614,452,0.204,-4.74137980928832,-6.77710164284815
"17",42,0.434,476,0.225,0.744696926011356,-7.76939579045422
