"","treeID","Z","npoints","convhull_area","X","Y"
"1",10,0.878,1125,1.64,-0.16222847953236,8.19804019036896
"2",15,0.332,104,0.105,-6.76667278858256,6.75878042316734
"3",29,1.477,19967,2.242,-3.24945825675181,1.75142259883477
"4",33,1.163,382734,5.375,-1.31136063456639,-0.272702150393801
"5",38,0.527,691,0.241,-4.74739262660075,-1.75248775602561
"6",43,0.555,3534,1.428,-1.74013941959067,-3.20119931651581
"7",47,1.233,406,0.368,4.44740728344585,-5.09385939680427
"8",48,0.583,240,0.182,9.205621644127,-5.71373857741307
"9",49,0.532,404,0.177,-2.25562312429648,-6.21553956033519
"10",51,0.241,147,0.185,7.24184331343246,-7.27113461583405
"11",56,0.396,296,0.143,-2.27189301464412,-8.29888788476974
"12",57,1.316,2081,0.878,-0.751149540645943,-9.9234045837073
