"","treeID","Z","npoints","convhull_area","X","Y"
"1",5,0.458,118,0.183,8.7390152053977,11.7276936387534
"2",6,0.46,113,0.171,-5.24663884051354,11.2273644990931
"3",7,1.723,638,0.751,-9.21377770463448,10.1143332860749
"4",14,0.242,202,0.162,5.72358740708469,5.78852991365841
"5",21,1.474,65383,2.211,-0.25994494526953,2.23927391970231
"6",22,0.708,5308,1.59,-3.72922329447121,1.71949198223673
"7",29,0.806,1929,1.341,-7.29385296610849,-3.21782194746618
"8",32,1.502,18228,2.228,-1.24935098946053,-4.244531123049
"9",39,2.004,465,0.291,-11.4097754877718,-5.80502011516473
"10",42,1.059,1410,1.709,-4.85643168743024,-7.71432569244485
"11",43,1.826,3880,3.828,-0.260506064394596,-7.70041704254576
"12",44,1.267,903,0.935,1.83342008762487,-8.67325755238232
"13",48,1.8,723,1.338,-0.6971408725568,-10.5789219476603
"14",50,0.54,159,0.198,5.77504049852095,-11.2459039072446
