"","treeID","Z","npoints","convhull_area","X","Y"
"1",1,2.866,71,0.374,8.05114465447511,12.4774197097626
"2",2,1.668,2477,2.042,3.71565566866641,11.2081064107447
"3",3,2.997,2466,5.109,8.28872415047835,11.2830108279291
"4",4,2.997,4113,4.064,-7.39388437666477,6.97694399477782
"5",5,2.999,9945,9.502,-4.28947781356944,6.17326660815047
"6",6,2.286,8326,5.19,7.23666018278588,4.70448209120667
"7",7,2.997,2240,9.327,12.1880857443627,4.2528474127705
"8",8,2.995,3110,6.868,9.47813970487816,2.059329341287
"9",9,2.999,16102,7.971,-6.12669727082505,1.48797090021417
"10",10,2.999,10607,6.845,-6.62481877877469,-1.16275961862552
"11",11,2.996,12275,9.09,6.73315341527301,-1.35763510601379
"12",12,2.999,1350,5.601,10.8770400759787,-1.25084557493112
"13",13,2.999,698,4.54,10.1827231564919,-3.16163868339949
"14",14,2.999,32646,8.77,-1.95319893324561,-4.20646290681116
"15",15,2.999,17291,8.398,0.399705831587933,-4.74928051846675
"16",16,2.999,14182,7.489,3.09580303345122,-5.0182375399131
"17",17,2.999,22659,8.588,5.40662583973458,-5.75308337678327
"18",18,2.854,42,0.794,12.673810471969,-6.62931509469601
"19",19,2.962,1707,3.34,-12.9219231721499,-6.25176784168577
"20",20,2.999,4264,6.086,3.56773934063545,-7.80526687392551
"21",21,1.876,31,0.087,9.0922940958396,-9.49940751518923
"22",22,2.369,35,0.055,6.2278494664348,-11.2011841212919
"23",23,2.982,380,1.136,0.682398520325962,-10.0720602498049
"24",24,1.771,4,0.001,7.92166666666667,-12.6013333333333
