"","treeID","Z","npoints","convhull_area","X","Y"
"1",1,2.999,2797,7.945,6.90233304020783,10.6966119810762
"2",2,2.999,7966,7.534,2.61177050633135,10.3795043617816
"3",3,2.998,6616,7.352,4.47700487194018,9.61078813450833
"4",4,0.863,11,0.017,-12.5633443771524,8.08274907968175
"5",5,2.999,308,3.647,-5.4484698985716,7.38921715777854
"6",6,2.999,46737,9.029,-4.73762860272624,3.88655815575887
"7",7,2.999,10958,8.099,-10.1515420650706,2.48879931501848
"8",8,2.941,581,4.938,-13.5591418134492,1.7109893194536
"9",9,2.999,14788,7.803,-10.8576953683975,0.430150823858003
"10",10,2.973,1157,3.455,-13.666191006745,-2.20061104494514
"11",11,2.998,999,4.86,13.3207547312849,-2.96668898827727
"12",12,2.999,4686,7.312,11.9300073289979,-6.03821069983859
"13",13,2.929,225,0.746,12.6703052250129,-7.34524996017402
"14",14,2.998,878,1.741,11.4969370326259,-8.3903385960951
"15",15,2.999,370,0.993,-11.8185377267366,-8.76171438278367
"16",16,2.492,52,0.142,9.25889759308601,-11.5612510633212
"17",17,2.344,8,0.001,9.53594411451195,-11.5302876503731
"18",18,2.999,2929,5.614,-6.43882166669591,-12.5116118151063
