"","treeID","Z","npoints","convhull_area","X","Y"
"1",1,2.992,166,2.806,1.94600581338785,13.7712185697813
"2",2,2.999,1567,5.861,-3.47387798504974,12.9325336921668
"3",3,2.98,1830,7.956,8.17540455994091,10.8152691725907
"4",4,1.346,122,0.212,-10.6911236999039,9.35078338247948
"5",5,2.997,7321,8.463,7.74154164187363,8.14122041557768
"6",6,2.999,2900,8.566,4.3036611984066,7.7959128923165
"7",7,2.999,383,5.685,12.1592203111509,5.75659352966873
"8",8,1.719,1201,1.732,-6.14982863359767,5.29854884057983
"9",9,2.999,32189,9.483,2.33414100604841,4.77226216123106
"10",10,2.999,2182,5.589,10.0652564234612,4.61575105979644
"11",11,2.999,94384,8.529,0.0398379327649902,3.69812778176002
"12",12,2.623,17,0.541,10.4961030305997,1.07590244250074
"13",13,2.842,25,0.201,12.3669906880939,1.07821890581988
"14",14,2.999,370935,9.579,-0.761922560370137,0.829567556715701
"15",15,2.999,4218,6.534,-10.0007932714527,-0.0761617211478795
"16",16,2.999,112177,10.05,3.74270643577195,-0.246494572022926
"17",17,2.996,132,3.382,8.59931796227996,-1.68044684797284
"18",18,2.999,12050,9.784,-10.7462360965468,-3.76605268396366
"19",19,2.999,2972,6.602,6.47964516902445,-4.91660975065246
"20",20,2.998,6914,8.872,3.39605146142406,-6.72976746534923
"21",21,2.999,13791,8.847,0.605463741247316,-7.23263667460282
"22",22,2.838,446,1.537,-12.7466738287979,-7.06241592865189
"23",23,2.992,415,4.029,10.0372409100611,-8.05635301562251
"24",24,2.864,250,2.739,-8.83407321117354,-10.4466423101621
"25",25,2.999,299,3.477,7.03675586468918,-10.6843756109665
"26",26,2.998,725,4.033,-6.74148965021434,-11.446552576126
"27",27,2.858,1070,6.782,3.97602445704401,-12.9814557593886
