"","treeID","Z","npoints","convhull_area","X","Y"
"1",1,2.52,27,0.077,0.598543302355654,14.2710401534299
"2",2,2.87,62,0.603,4.76135782002972,13.6111933634875
"3",3,2.579,56,0.603,7.18710495082643,12.7553043776995
"4",4,2.999,2136,7.155,5.219371183248,10.7190015742778
"5",5,2.99,620,6.788,8.2800743723934,10.3747196639296
"6",6,2.989,79,0.688,11.4988271752432,9.14634271217578
"7",7,2.999,3326,4.419,-0.511701776358333,7.76122133224008
"8",8,2.999,2334,6.284,1.6638432468106,8.04865136629831
"9",9,2.999,413,5.409,7.94941148081743,8.4241226839538
"10",10,2.879,122,1.204,11.4599201223497,7.7670345456211
"11",11,2.997,432,1.476,6.63875687638054,5.69786615860669
"12",12,2.999,3686,7.087,2.45740715538454,5.27411061143979
"13",13,2.999,7494,6.807,5.75875847511238,4.14285765407272
"14",14,2.453,38309,4.832,-1.66368104489664,3.09800782921591
"15",15,2.999,143094,7.443,1.2296172361683,2.4702587637741
"16",16,2.999,4944,8.381,6.11280517654869,1.20317683491785
"17",17,2.953,275,6.076,9.52685702669516,1.40982740972885
"18",18,2.999,434100,5.605,0.560083266587172,0.756545895576471
"19",19,2.999,53450,6.998,3.17013466028406,0.615820566114326
"20",20,2.999,631147,7.732,0.129234365330356,-1.03566620124657
"21",21,2.999,217504,9.888,-2.2500896740352,-2.26428538479069
"22",22,2.999,4521,6.835,5.04140736271921,-2.74077273175305
"23",23,1.732,854,1.666,-7.36081689140085,-4.01696622115908
"24",24,2.99,12494,7.969,0.61716978801392,-4.54975567929511
"25",25,1.738,10,0.075,13.2606897238141,-5.75983851962937
"26",26,2.991,156,0.751,-0.714774815190565,-8.98890483595597
"27",27,2.024,45,0.039,8.1395241816813,-11.0232616352686
"28",28,2.114,8,0.224,5.76710161067731,-13.3383752282408
