"","treeID","Z","npoints","convhull_area","X","Y"
"1",1,2.996,219,1.042,-3.9371039093747,13.7310569371344
"2",2,2.679,23,0.091,7.90952798661038,12.4686031499196
"3",3,2.997,2138,5.28,-9.04349163664084,10.2275229149489
"4",4,2.935,243,2.507,10.123063817464,10.1814923982571
"5",5,2.999,2441,3.707,-10.9302043976943,9.10105598579797
"6",6,2.997,6011,9.114,-5.2324536090971,9.70480488383676
"7",7,2.991,1751,4.524,6.92215350390842,9.71717885475646
"8",8,2.996,608,1.087,-12.4654476973489,7.74559530099439
"9",9,2.998,622,4.064,8.92312205982971,8.96081628654908
"10",10,2.997,1525,4.608,7.518620991363,7.15372881544516
"11",11,2.995,1398,4.3,9.36636772984598,6.54716429759316
"12",12,2.999,8258,8.469,1.52870721241259,6.17679856511753
"13",13,2.996,246,1.337,10.3045928535846,5.39081690211411
"14",14,2.999,18147,7.415,-2.50862090407489,4.57829227129044
"15",15,2.999,27225,7.208,1.9726338069204,3.15273090252451
"16",16,2.999,89176,7.478,-0.0737717981400463,2.63652417746724
"17",17,2.999,3200,8.442,-11.085626812654,1.31578223861668
"18",18,2.999,88528,9.858,0.75730256680051,-3.72072607225759
"19",19,2.999,42317,10.07,4.74832337766254,-4.24020649298263
"20",20,2.996,5265,7.068,0.0391255176048976,-9.27572038870834
"21",21,2.997,3686,9.105,-5.75364432981378,-11.2340594860563
"22",22,2.998,1475,7.245,2.30162332915473,-11.9389192445577
"23",23,1.468,36,0.371,-0.355293029274774,-13.9757672184677
