"","treeID","Z","npoints","convhull_area","X","Y"
"1",1,2.557,218,1.183,-3.67854820765995,13.9662584183704
"2",2,2.913,1147,3.232,2.7307586830905,13.8134297049732
"3",3,2.904,13,0.058,6.93100339099161,13.0907408460353
"4",4,2.997,989,4.263,5.75123441589908,12.3264373702846
"5",5,2.998,4249,5.984,4.16824673626137,11.4333370125339
"6",6,2.998,1768,4.798,8.63959512943242,10.396053528173
"7",8,2.985,634,6.674,-7.22113425062757,7.46326903018671
"8",9,2.999,6275,5.299,0.388330668717291,7.33614834868156
"9",10,2.999,8025,7.676,-2.40705425702567,5.95621587250365
"10",11,2.998,3539,9.388,-8.68984337721142,4.82410161997598
"11",12,2.999,15323,9.547,6.76118953912976,3.76609379197774
"12",13,2.988,1063,5.516,13.2786388449145,3.8465443436727
"13",14,2.998,32948,8.344,-2.77979267337117,3.00358370035826
"14",15,2.999,37081,9.811,2.72473994647894,3.21466335348714
"15",16,2.999,6866,8.725,-12.2122923727937,2.71272479012388
"16",17,2.999,5656,8.226,-6.56144067660006,2.69918323297362
"17",18,2.999,6942,9.063,10.295307445521,2.35012233015929
"18",19,2.993,1479,6.047,12.4261070211118,0.370924919774098
"19",20,2.994,949,4.548,-13.6786033266788,0.0714668015451989
"20",21,2.998,8572,5.253,-10.9109713059759,-0.0276941737448566
"21",22,2.999,60449,9.687,-4.18774586637455,-0.230015271697875
"22",23,2.161,16,0.4,11.9821369484559,-0.747728397855162
"23",24,2.999,154463,9.632,-1.77279039860756,-2.19367855287172
"24",25,2.986,176,3.283,8.44913043921022,-2.96173957679097
"25",26,2.992,322,4.074,-9.16372522455519,-2.59638243973543
"26",27,2.999,101783,9.176,3.40343013151251,-2.74437712006843
"27",28,2.999,151780,8.85,0.639302694811938,-3.26859309303592
"28",29,2.997,690,4.911,-9.48948589183409,-4.98516214759281
"29",30,2.999,21433,9.56,-2.77993850702214,-4.7841164398155
"30",31,2.997,12973,8.757,-0.247190011071514,-6.19094266288499
"31",32,2.999,8629,8.855,-4.58505823063343,-7.26990341451264
"32",33,2.984,1835,7.321,-7.23264560771504,-7.72965888376763
"33",34,2.097,407,0.566,4.78019247541677,-9.96008766260426
"34",35,1.577,670,1.082,-3.51410119157347,-11.2365035514042
"35",36,1.418,49,0.139,5.436011681816,-12.2926790145722
"36",37,1.664,625,1.275,-3.27137584363373,-14.0062863283606
