"","treeID","Z","npoints","convhull_area","X","Y"
"1",21,0.903,139,0.173,-13.2074161472281,2.72439097870616
"2",22,0.754,327,0.757,-8.13710210450497,2.44059600044805
"3",27,0.643,107,0.196,-13.7801394930535,0.751371672213861
"4",28,0.434,164,0.166,-11.7971722208143,0.77701596050652
"5",29,0.433,129,0.192,-9.73423904510677,0.264074406214042
"6",30,1.08,6699,2.104,-4.21394154815848,-0.756827409527879
"7",31,0.936,48465,1.525,0.801013061713509,-0.80274134113736
"8",32,0.521,3781,0.246,2.24914567332517,-0.750188582278584
"9",33,0.836,3646,1.947,4.69500961890144,-0.834523595974291
"10",35,0.369,272,0.203,-6.26867533714185,-1.73005424215797
"11",37,0.824,1331,2.028,-4.757056028608,-2.7249233156177
"12",39,0.411,126,0.175,5.70251066850367,-3.77842989391523
"13",42,0.659,4821,3.148,2.41350330308587,-5.02580910875325
"14",48,0.618,551,1.292,-8.24842288451489,-7.21308460263085
