"","treeID","Z","npoints","convhull_area","X","Y"
"1",8,1.34,1268,1.544,-1.14699269017114,11.7131418979285
"2",21,1.002,218,1.034,-11.5799062205756,4.22954070245706
"3",22,1.686,382,2.209,6.75161582645102,4.22783610904843
"4",25,0.724,1069,0.242,-5.25051025856409,3.24836335109875
"5",26,0.586,697,0.225,-2.24390847158239,3.25142492832352
"6",32,1.485,195,1.121,10.3827246454479,0.547066509373606
"7",33,1.616,2375,2.2,-7.74988756861779,0.242463850743067
"8",34,0.712,696,0.234,-3.74393189510121,0.239371207112131
"9",36,0.777,101,0.125,-10.7798914580062,-0.696333212428487
"10",37,0.087,873,0.23,-4.25072526787903,-1.73495988015614
"11",39,1.095,1467,1.449,-8.25597975551771,-2.21693435033182
"12",40,1.624,117,0.634,-13.9559062577265,-3.77135393026723
"13",44,0.3,526,0.224,-0.748446345492362,-4.73282201807321
"14",49,1.13,2396,1.578,2.74189838882495,-7.71653218807394
