"","treeID","Z","npoints","convhull_area","X","Y"
"1",14,0.698,418,1.31,1.72934058991651,9.26223246367095
"2",30,0.555,737,0.232,5.73693495927961,2.26194649499038
"3",33,0.728,1027,1.4,-8.22082238363817,1.23976312186249
"4",34,0.476,2154,1.431,-4.75371229556849,1.20929723807631
"5",36,0.292,1099,0.454,4.46695359845042,-0.760262134121641
"6",38,0.919,1585,1.46,-8.77743297401387,-0.212408993896385
"7",39,0.352,7799,0.227,1.7319364950888,-0.240883616845934
"8",41,0.535,2307,0.714,-2.00796989730762,-2.49533508748846
"9",42,0.766,436,0.211,-4.75825461732757,-2.26487907996191
"10",46,0.315,106,0.134,-11.2472883599667,-3.73455122483314
"11",49,0.7,3257,1.768,-4.28538903762073,-3.85282899989967
"12",52,0.699,150,0.21,-8.27531445766979,-5.22620235326972
"13",55,0.529,932,1.332,-5.73003199737541,-6.7233585068392
