"","treeID","Z","npoints","convhull_area","X","Y"
"1",1,2.266,138,0.201,-0.37020749928374,12.7699916930399
"2",2,2.848,2218,5.883,9.99438521332658,9.10657390193679
"3",3,1.603,3679,3.987,4.75754546551603,7.23024855048347
"4",4,2.909,342,1.875,10.7764080602248,7.02316974066577
"5",5,2.998,661,3.07,-13.2442431263273,4.85169347540191
"6",6,2.999,26972,8.526,0.414561497054939,4.71792201633252
"7",7,2.998,15163,5.564,-4.88742439035816,3.79060444213892
"8",8,2.919,901,0.676,-8.97767161047869,0.970694840527919
"9",9,2.888,663,1.31,12.5842394612793,1.06377255034084
"10",10,2.999,30491,8.843,-4.12560409623883,-0.259684178184711
"11",11,2.994,16396,4.699,4.64352493501713,-0.259442730329855
"12",12,2.991,3121,4.988,-6.54857273649842,-0.729381466242827
"13",13,2.694,8418,3.729,3.53015507424316,-4.02943387679775
"14",14,2.937,16737,5.321,1.18456490158434,-4.76660719264234
"15",15,2.999,122,0.42,-12.8212313911327,-4.27235754659689
"16",16,2.917,1321,2.666,-8.49555580294075,-5.46801829047744
"17",17,2.999,12188,7.842,-3.52676656226072,-5.61773826698712
"18",18,2.793,2367,4.544,0.625640446069746,-7.17187589281287
"19",19,1.516,427,1.268,-1.63049926097629,-12.4773541512265
