"","treeID","Z","npoints","convhull_area","X","Y"
"1",1,2.998,3798,6.561,2.06858230393477,9.83300057501771
"2",2,2.998,868,3.882,-11.5616011733937,3.90317064278834
"3",3,2.999,48383,8.196,1.8188398460086,2.53483004996652
"4",4,1.733,9159,2.222,-6.74311093652741,-1.7445083511786
"5",5,2.999,36182,8.301,3.38875298626494,-2.14109707084075
"6",6,2.999,5110,9.459,9.22039289067182,-2.19755922816524
"7",7,1.682,4711,2.098,-2.7367569584054,-4.71254824616493
"8",8,1.628,2863,2.146,-1.2566906075649,-5.73425742810229
"9",9,2.281,1939,4.613,5.78537798140292,-9.09560300582822
"10",10,2.996,1365,7.513,8.38946955997621,-10.4286284385725
"11",11,2.999,309,0.652,10.197139654311,-10.5837105855562
"12",12,2.998,3670,7.623,5.08990114760657,-12.2068702476625
