"","treeID","Z","npoints","convhull_area","X","Y"
"1",1,2.984,1622,2.786,-1.6551533137645,9.60176261413533
"2",2,2.996,4259,3.858,2.50350175164356,6.48369473089167
"3",3,2.894,627,1.336,9.10749600612008,5.02395516229421
"4",4,2.941,81,0.358,-13.8729760556179,4.36874619961699
"5",5,2.998,2394,3.273,-9.10243221911813,3.52774614436429
"6",6,2.813,5913,3.466,-4.95568500475626,2.4740747049341
"7",7,2.999,121665,6.406,0.585922334795383,0.968112647523332
"8",8,2.967,1660,3.253,-10.4394823337083,0.547397069697734
"9",9,2.677,20382,4.973,3.79833679715457,0.216176237677583
"10",10,2.573,62282,5.685,0.00524828347979192,-2.76212986493484
"11",11,2.807,4028,4.351,6.65181681520092,-2.7374241982768
"12",12,2.619,2267,1.946,-3.77915818028807,-4.75594519390073
"13",13,2.66,1754,4.369,0.253934915447444,-10.3373434160061
"14",14,2.999,5914,8.745,4.25501571241312,-11.3867051868459
"15",15,2.914,777,4.07,-2.88201355120143,-12.254265579005
"16",16,2.841,300,1.894,1.3865216172801,-14.0188615081269
