"","treeID","Z","npoints","convhull_area","X","Y"
"1",1,2.995,3750,6.272,4.20783990196848,13.3229393620299
"2",2,2.99,226,0.899,6.85551621144347,13.0783731071935
"3",3,2.997,1336,4.84,6.81847925783468,11.8506760103706
"4",4,2.999,3174,5.232,-1.91268686089501,9.51864271068401
"5",5,2.999,1817,1.539,2.72325155179401,7.98756037853499
"6",6,2.999,7364,5.555,-8.53744992008151,7.67584372270707
"7",7,2.998,382,0.341,-10.0544203544251,7.07165958822085
"8",8,2.999,2266,6.413,6.93861150183176,6.28508881799998
"9",9,2.999,9047,5.744,3.99196228965748,4.70846879344568
"10",10,2.997,632,2.242,13.9704663962895,3.23916246292257
"11",11,2.999,101386,8.631,-0.198427628193482,2.92703711508432
"12",12,2.999,350212,9.493,-1.79396518196874,-0.817147241209714
"13",13,2.999,127569,9.534,2.21595396651827,-1.71942998383026
"14",14,2.999,11427,7.505,5.02057347120996,-3.0654265462448
"15",15,2.999,17184,7.139,2.96059815381311,-4.46256436140759
"16",16,2.999,9873,8.738,-4.07459508781475,-4.76561274119567
"17",17,2.999,58140,9.823,-0.221948802578586,-4.71738119111678
"18",18,2.887,205,1.143,13.1294282866164,-5.68403707764347
"19",19,2.573,318,2.855,6.93338007189155,-6.53570096265835
"20",20,2.925,95,1.226,-8.04083328784272,-9.81614088314352
"21",21,2.981,4472,6.351,5.92578154712529,-9.07672310143192
"22",22,2.863,90,0.284,7.72519672270738,-9.94785622910512
"23",23,2.563,56,0.354,-4.40107415248054,-10.6884086932943
"24",24,2.353,4614,4.764,2.72373337365461,-10.1448388926921
"25",25,2.997,50,0.361,-8.68931543172181,-10.7809912405208
"26",26,2.992,425,1.164,-6.05951930006363,-13.108046824109
